game_title,game_platform,game_release_date,metascore,user _score,game_summary
The Crew,PlayStation 4,2014-12-02,61,5.4,"Strap in for a ride that will find you infiltrating and taking down the 510s, a gang that has grown up amidst Detroit's illicit street racing landscape. You must establish your reputation in the underground racing scene and subvert their activities city-by-city throughout a fully-open world United States. Maneuver through the bustling streets of New York City and Los Angeles, drive down to sun-drenched Miami Beach, or trek through the picturesque plateaus of Monument Valley. Each location comes with its own set of surprises and driving challenges to tackle. On your journey you will confront other driver on the road - all potentially worthy companions to team up with, or future rivals to take down."
PaRappa the Rapper Remastered,PlayStation 4,2017-04-04,61,5.4,"Parappa returns to win over another generation of fans with all new PSP exclusive features. Players can once again join Parappa in his quest to win the heart of Sunny Funny and learn from their favorite Rap Masters like- Chop Chop Master Onion, Instructor Mooselini, and Cheap Cheap The Cooking Chicken. Complete with all the music and addictive gameplay that made it an instant classic, Parappa the Rapper is sure to please fans both old and new. Play all the songs and funky characters from the original game."
Batman: Arkham Knight - A Matter of Family,PlayStation 4,2015-07-14,61,7.2,"When The Joker kidnaps Commissioner Gordon and holds him hostage at the Seagate Amusement Park, Batgirl and Robin will fight against the odds to save him and avoid falling prey to The Joker’s sinister plan. Trained by Batman, Batgirl’s combat combines with unrivaled hacking abilities to defeat enemies, control objects and solve puzzles."
8DAYS,PlayStation 4,2017-02-07,61,5.9,"The world has been dominated by dark forces since the beginning of human history. Known as the Masters of Mankind by those directly under their control, these forces will use any means necessary to protect their own interests including starting wars. In 8Days, the mercenary company G.O.D. (Gold, Oil, and Diamonds, Inc) and the 8DAYS Magazine are two modern instruments used to control the masses. You will have to face those conflicts and put them to an end… will you? [Playstation.com]"
Has-Been Heroes,PlayStation 4,2017-03-28,61,6.5,"Embark on an epic journey with the Has-Been Heroes, a group of legendary champions once celebrated throughout the kingdom - almost forgotten until the King has one more quest, the most epic of them all:

TO TAKE THE TWIN PRINCESSES TO SCHOOL!

Key features:

* Meet the epic band of heroes as the young and eager Rogue, joining the company of the wise monk Metacles, the giant-wrestling warrior Crux... wait until you meet the others, incl. the Anthropologist turned Mexican Wrestler, the ever-vigilant and paranoid Bodyguard, and many more!

* Unlock and collect hundreds of game-changing items and spells, boosting the heroes' powers and making each run unique!

* Combine spells for devastating effects, learning the power of magic as you gain more elements.

* Face countless monsters, each bigger and more menacing than the next. Can you wipe out the army of evil led by the Great Ghoul?

* In roguelike fashion, die and try again - choose your heroes wisely and prepare for battle!"
Monkey King: Hero is Back,PlayStation 4,2019-10-17,61,6.5,"A new chapter in the Chinese legend of Journey to the West is about to unfold! Based on the animated film Monkey King: Hero Is Back, this adaptation pits the Great Sage himself, Sun Wukong, newly freed after 500 years of imprisonment, with Liuer, a young boy who looks up to the Monkey King in a journey that brings them close together."
Black Desert,PlayStation 4,2019-08-22,61,3.8,"Black Desert is an expansive MMORPG sprawling across vast and various regions. Jump into fast-paced action combat, hunt monsters and huge bosses, fight with friends in seige warfare, or fish, trade and craft your way to riches."
After the Fall,PlayStation 4,2021-12-06,61,5.6,"From Vertigo Games (Arizona Sunshine) comes an epic VR action FPS with intense cross-platform co-op gameplay that pits up to 4 players against relentless hordes and larger-than-life bosses in a bid to take back the city. 2005, LA. A generation has passed since the ferocious snowbreed began to infest our cities, collapsing civilization. You, one of the remaining survivors of mankind, are sent out to explore and scavenge the remains of a civilization ground to a halt in an alternate 1980s."
Tour de France 2020,PlayStation 4,2020-06-04,61,4.4,"Experience the intensity of the Tour de France with the official game. To wear the yellow jersey on the Champs-Elysees, you will need to take risks, attack, sprint and perfect your race tactics. Try out the new, immersive first-person camera and test it in the iconic Liege-Bastogne-Liege race or with the all-new time-trial gameplay. Features - All 21 official stages of the Tour de France 2020. The classic Liege-Bastogne-Liege race for the first time in Tour de France. Redesigned, more realistic time-trials. You must manage your stamina and riding position to improve your aerodynamics and achieve the best time. New first-person camera for greater immersion. More attacking and opportunistic peloton. Improved race interface with more details about your surroundings (competitors, route, descents, etc.) Online mode: redesigned matchmaking system."
J-Stars Victory Vs+,PlayStation 4,2015-06-30,61,6.3,"J-STARS Victory Vs+ invites fans and gamers to play with their favorite manga/anime characters and progress in the JUMP World through different environments recalling NARUTO, DRAGON BALL Z, ONE PIECE and other memorable moments."
Marvel: Ultimate Alliance Bundle,PlayStation 4,2016-07-26,61,6.6,"This Ultimate Alliance Bundle contains both games from the historic franchise!
Marvel: Ultimate Alliance
Create an ultimate team from the largest Super Hero alliance ever as you engage in an epic quest to determine the fate of the Marvel Universe. 
• Control your own completely unique team by selecting from the largest roster of legendary Super Heroes ever assembled in one game. 
• Battle, team-up and interact with over 140 characters from the Marvel Universe and ultimately confront notorious villains.

Marvel: Ultimate Alliance 2
The Marvel Universe is being torn apart. The Superhuman Registration Act becomes law and Super Heroes must register as weapons of mass destruction, becoming licensed government agents. 
• Assemble your dream team from the Marvel Universe and select from over 24 playable characters, each with specialized powers.

Take full advantage of the Marvel Universe by playing Cooperative Mode with up to four friends, both online and offline."
Fast Striker,PlayStation 4,2018-10-16,61,tbd,"FAST STRIKER is a 2D arcade shooting game with emphasis on scoring. You can choose between 3 game modes with different scoring systems. This game features six stages of excellent 2D arcade game play with over 40 unique enemy types, super smooth 3D scrolling backgrounds, huge CGI bosses."
The Witch and the Hundred Knight 2,PlayStation 4,2018-03-27,61,6.3,"Follow the Hundred Knight in its journey through a witch-ravaged world. Young girls are contracting a strange illness and awakening as witches, causing mayhem across the region of Kevala. Along the Hundred Knight's side are two sisters: Amalie, an agent of an organization who opposes witches; and Chelka, the witch who awakened in Amalie's younger sister, Milm.

Uncover the mysteries of Kevala as you protect them both from harm. Delve through dungeons and landscapes teeming with fiends and monsters, looking for equipment of legendary power. Grow stronger with help from Tochkas and Facets that will give an advantage in combat. Chain attacks together with the unique weapon system that welcomes weapon change mid-combat. The fate of Kevala is in your hands, brave knight."
Layers of Fear: Inheritance,PlayStation 4,2016-08-02,61,6.7,
